Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Profit Margin,Sales Category,Profitable
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,5.97,5,0.70,-4.58,-76.67,Low,1.79
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,21.18,1,0.20,4.77,22.5,Low,16.95
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Appliances,41.38,6,0.20,3.1,7.5,Low,33.1
Second Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Art,17.94,3,0.00,4.49,25,Low,17.94
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,2.66,1,0.70,-1.86,-70,Low,0.8
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Storage,892.35,5,0.00,267.71,30,Medium,892.35
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,Bookcases,307.67,2,0.15,28.96,9.41,Low,261.52
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Storage,728.82,9,0.00,29.15,4,Medium,728.82
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Binders,41.36,5,0.20,13.96,33.75,Low,33.09
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Technology,Phones,43.18,3,0.20,15.11,35,Low,34.54
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,Furnishings,4.16,2,0.00,1.75,42,Low,4.16
Standard Class,Corporate,United States,Long Beach,New York,11561,East,Office Supplies,Paper,61.4,5,0.00,28.86,47,Low,61.4
Standard Class,Corporate,United States,Long Beach,New York,11561,East,Office Supplies,Binders,24.45,2,0.20,8.86,36.25,Low,19.56
First Class,Consumer,United States,Rochester,New York,14609,East,Technology,Phones,263.96,4,0.00,71.27,27,Low,263.96
First Class,Consumer,United States,Rochester,New York,14609,East,Technology,Phones,359.97,3,0.00,100.79,28,Low,359.97
First Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Paper,12.96,2,0.00,6.22,48,Low,12.96
First Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Storage,116.82,3,0.00,5.84,5,Low,116.82
First Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Binders,276.78,2,0.20,89.95,32.5,Low,221.43
Standard Class,Corporate,United States,San Francisco,California,94109,West,Technology,Accessories,239.97,3,0.00,86.39,36,Low,239.97
Standard Class,Corporate,United States,San Francisco,California,94109,West,Furniture,Furnishings,16.02,6,0.00,6.09,38,Low,16.02
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Office Supplies,Storage,454.56,5,0.20,-107.96,-23.75,Low,363.65
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Furniture,Furnishings,141.42,5,0.60,-187.38,-132.5,Low,56.57
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Furniture,Chairs,310.74,4,0.30,-26.64,-8.57,Low,217.52
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Office Supplies,Art,12.74,4,0.20,2.23,17.5,Low,10.19
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Office Supplies,Binders,6.47,5,0.80,-9.71,-150,Low,1.29
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Office Supplies,Binders,13.75,14,0.80,-22.68,-165,Low,2.75
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Office Supplies,Appliances,15.22,2,0.80,-38.82,-255,Low,3.04
Standard Class,Corporate,United States,East Point,Georgia,30344,South,Furniture,Furnishings,27.42,3,0.00,9.32,34,Low,27.42
Standard Class,Corporate,United States,East Point,Georgia,30344,South,Office Supplies,Binders,165.98,1,0.00,74.69,45,Low,165.98
Standard Class,Corporate,United States,East Point,Georgia,30344,South,Technology,Accessories,75,3,0.00,18,24,Low,75
Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Binders,134.27,8,0.20,47,35,Low,107.42
Standard Class,Corporate,United States,Springfield,Oregon,97477,West,Office Supplies,Labels,146.54,6,0.20,47.63,32.5,Low,117.24
Standard Class,Corporate,United States,Springfield,Oregon,97477,West,Office Supplies,Paper,131.9,3,0.20,47.82,36.25,Low,105.52
Standard Class,Corporate,United States,Springfield,Oregon,97477,West,Office Supplies,Appliances,203.88,5,0.20,20.39,10,Low,163.1
Standard Class,Corporate,United States,Springfield,Oregon,97477,West,Office Supplies,Binders,14.3,7,0.70,-10.49,-73.33,Low,4.29
Standard Class,Corporate,United States,Springfield,Oregon,97477,West,Office Supplies,Storage,718.64,10,0.20,-161.69,-22.5,Medium,574.91
Standard Class,Home Office,United States,Arlington,Virginia,22204,South,Furniture,Furnishings,61.1,5,0.00,18.33,30,Low,61.1
Standard Class,Consumer,United States,Wilmington,North Carolina,28403,South,Office Supplies,Appliances,28.08,3,0.20,5.27,18.75,Low,22.46
Second Class,Corporate,United States,Yuma,Arizona,85364,West,Office Supplies,Art,10.5,4,0.20,1.18,11.25,Low,8.4
Standard Class,Consumer,United States,San Bernardino,California,92404,West,Office Supplies,Binders,39.92,2,0.20,12.97,32.5,Low,31.94
First Class,Corporate,United States,Baltimore,Maryland,21215,East,Office Supplies,Appliances,77.58,9,0.00,20.17,26,Low,77.58
Standard Class,Home Office,United States,Seattle,Washington,98103,West,Office Supplies,Storage,269.36,7,0.00,70.03,26,Low,269.36
Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Labels,5.76,2,0.00,2.82,49,Low,5.76
Second Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Art,109.9,5,0.00,32.97,30,Low,109.9
Second Class,Consumer,United States,Seattle,Washington,98115,West,Furniture,Furnishings,23.88,3,0.00,10.51,44,Low,23.88
Second Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Paper,26.2,4,0.00,12.05,46,Low,26.2
Second Class,Consumer,United States,Seattle,Washington,98115,West,Technology,Accessories,234.95,5,0.00,32.89,14,Low,234.95
Standard Class,Consumer,United States,Albuquerque,New Mexico,87105,West,Office Supplies,Storage,118.25,5,0.00,34.29,29,Low,118.25
Standard Class,Consumer,United States,Albuquerque,New Mexico,87105,West,Office Supplies,Paper,4.28,1,0.00,1.93,45,Low,4.28
First Class,Home Office,United States,Los Angeles,California,90045,West,Technology,Accessories,26.85,3,0.00,5.1,19,Low,26.85
First Class,Home Office,United States,Los Angeles,California,90045,West,Technology,Machines,3357.6,3,0.20,377.73,11.25,High,2686.08
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Labels,8.26,2,0.00,3.8,46,Low,8.26
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Machines,2973.32,7,0.20,334.5,11.25,High,2378.66
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Storage,104.79,7,0.00,29.34,28,Low,104.79
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Phones,775.73,6,0.20,58.18,7.5,Medium,620.58
First Class,Home Office,United States,Houston,Texas,77041,Central,Furniture,Bookcases,89.07,1,0.32,-17.03,-19.12,Low,60.57
First Class,Home Office,United States,Houston,Texas,77041,Central,Office Supplies,Art,175.44,6,0.20,52.63,30,Low,140.35
First Class,Home Office,United States,Houston,Texas,77041,Central,Technology,Phones,438.34,4,0.20,-87.67,-20,Low,350.67
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,215.54,4,0.30,-58.5,-27.14,Low,150.88
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Envelopes,55.58,6,0.20,20.84,37.5,Low,44.47
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Chairs,127.39,2,0.30,-25.48,-20,Low,89.17
Second Class,Consumer,United States,San Angelo,Texas,76903,Central,Furniture,Chairs,248.43,5,0.30,-17.75,-7.14,Low,173.9
Second Class,Consumer,United States,San Angelo,Texas,76903,Central,Office Supplies,Appliances,11.65,4,0.80,-30.87,-265,Low,2.33
Second Class,Consumer,United States,San Angelo,Texas,76903,Central,Furniture,Chairs,85.25,2,0.30,-1.22,-1.43,Low,59.67
Second Class,Corporate,United States,Pasadena,Texas,77506,Central,Office Supplies,Art,20.64,5,0.20,2.32,11.25,Low,16.51
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Furniture,Furnishings,148.02,3,0.00,41.45,28,Low,148.02
Same Day,Corporate,United States,Garden City,Kansas,67846,Central,Office Supplies,Storage,33.29,1,0.00,7.99,24,Low,33.29
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Paper,204.95,5,0.00,100.43,49,Low,204.95
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Furniture,Chairs,526.34,4,0.30,-75.19,-14.29,Medium,368.44
Standard Class,Consumer,United States,San Francisco,California,94110,West,Furniture,Furnishings,41.96,2,0.00,10.91,26,Low,41.96
Standard Class,Consumer,United States,San Francisco,California,94110,West,Furniture,Chairs,451.15,3,0.20,0,0,Low,360.92
Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Binders,31.5,11,0.20,11.03,35,Low,25.2
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Envelopes,30.67,3,0.20,9.59,31.25,Low,24.54
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Copiers,1079.98,4,0.40,126,11.67,High,647.99
Standard Class,Consumer,United States,Modesto,California,95351,West,Furniture,Chairs,161.57,2,0.20,-28.27,-17.5,Low,129.25
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Binders,2.93,3,0.80,-4.99,-170,Low,0.59
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Technology,Accessories,18.53,2,0.20,4.4,23.75,Low,14.82
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Storage,670.75,3,0.20,-125.77,-18.75,Medium,536.6
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,64.96,5,0.60,-43.85,-67.5,Low,25.98
First Class,Corporate,United States,Riverside,California,92503,West,Technology,Accessories,41.94,2,0.00,15.1,36,Low,41.94
First Class,Corporate,United States,Riverside,California,92503,West,Office Supplies,Paper,11.96,2,0.00,5.86,49,Low,11.96
First Class,Corporate,United States,Riverside,California,92503,West,Office Supplies,Art,13.12,4,0.00,3.8,29,Low,13.12
First Class,Corporate,United States,Riverside,California,92503,West,Office Supplies,Storage,535.41,3,0.00,160.62,30,Medium,535.41
Standard Class,Corporate,United States,Dallas,Texas,75081,Central,Furniture,Furnishings,72.78,3,0.60,-70.96,-97.5,Low,29.11
Standard Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Paper,36.84,3,0.00,17.31,47,Low,36.84
Standard Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Labels,87.71,7,0.00,41.22,47,Low,87.71
Standard Class,Corporate,United States,Lakeland,Florida,33801,South,Furniture,Tables,562.29,7,0.45,-255.59,-45.45,Medium,309.26
Standard Class,Home Office,United States,New York City,New York,10035,East,Furniture,Furnishings,56.52,9,0.00,21.48,38,Low,56.52
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,11.26,8,0.20,1.27,11.25,Low,9.01
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,284.08,10,0.20,24.86,8.75,Low,227.26
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,18.5,4,0.20,6.7,36.25,Low,14.8
Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Labels,14.73,3,0.00,7.22,49,Low,14.73
Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Storage,186.54,3,0.00,50.37,27,Low,186.54
Standard Class,Consumer,United States,San Diego,California,92037,West,Furniture,Tables,557.73,4,0.20,6.97,1.25,Medium,446.18
Standard Class,Consumer,United States,San Diego,California,92037,West,Technology,Phones,159.97,4,0.20,-31.99,-20,Low,127.97
Standard Class,Consumer,United States,Lawton,Oklahoma,73505,Central,Office Supplies,Appliances,471.9,6,0.00,155.73,33,Low,471.9
Standard Class,Consumer,United States,Lawton,Oklahoma,73505,Central,Office Supplies,Art,3.52,2,0.00,1.69,48,Low,3.52
Standard Class,Consumer,United States,Salem,Virginia,24153,South,Office Supplies,Paper,49.12,4,0.00,23.09,47,Low,49.12
Standard Class,Home Office,United States,Santa Ana,California,92704,West,Office Supplies,Labels,20.16,7,0.00,9.88,49,Low,20.16
First Class,Corporate,United States,Rapid City,South Dakota,57701,Central,Office Supplies,Binders,10.68,2,0.00,5.02,47,Low,10.68
First Class,Corporate,United States,Rapid City,South Dakota,57701,Central,Furniture,Bookcases,141.96,2,0.00,39.75,28,Low,141.96
First Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Storage,32.48,2,0.00,4.87,15,Low,32.48
First Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Paper,20.04,3,0.00,9.62,48,Low,20.04
First Class,Consumer,United States,Seattle,Washington,98115,West,Technology,Copiers,13999.96,4,0.00,"6,719.98",48,High,13999.96
Standard Class,Consumer,United States,Middletown,Connecticut,6457,East,Technology,Accessories,238,2,0.00,38.08,16,Low,238
Standard Class,Consumer,United States,Middletown,Connecticut,6457,East,Office Supplies,Paper,61.96,2,0.00,27.88,45,Low,61.96
Standard Class,Consumer,United States,Baltimore,Maryland,21215,East,Furniture,Tables,239.37,2,0.30,-23.94,-10,Low,167.56
Standard Class,Consumer,United States,San Diego,California,92105,West,Technology,Accessories,595,5,0.00,95.2,16,Medium,595
Standard Class,Corporate,United States,Odessa,Texas,79762,Central,Office Supplies,Paper,16.03,3,0.20,5.61,35,Low,12.83
Standard Class,Home Office,United States,Milford,Connecticut,6460,East,Technology,Accessories,199.75,5,0.00,87.89,44,Low,199.75
Standard Class,Consumer,United States,Belleville,New Jersey,7109,East,Furniture,Chairs,227.96,2,0.00,36.47,16,Low,227.96
Second Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Appliances,293.52,6,0.00,76.32,26,Low,293.52
Second Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,307.98,2,0.00,89.31,29,Low,307.98
Standard Class,Consumer,United States,San Diego,California,92105,West,Furniture,Furnishings,96.96,6,0.00,33.94,35,Low,96.96
Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Binders,117.49,7,0.20,41.12,35,Low,93.99
Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Binders,11.95,3,0.20,4.18,35,Low,9.56
Standard Class,Consumer,United States,San Diego,California,92105,West,Furniture,Bookcases,512.5,3,0.15,-30.15,-5.88,Medium,435.62
Standard Class,Corporate,United States,San Francisco,California,94122,West,Furniture,Tables,863.13,7,0.20,-32.37,-3.75,Medium,690.5
Standard Class,Home Office,United States,Seattle,Washington,98105,West,Furniture,Tables,2036.86,7,0.00,366.63,18,High,2036.86
Standard Class,Home Office,United States,Seattle,Washington,98105,West,Furniture,Chairs,449.57,2,0.20,-73.05,-16.25,Low,359.65
Standard Class,Home Office,United States,Seattle,Washington,98105,West,Technology,Accessories,108.96,3,0.00,32.69,30,Low,108.96
Standard Class,Consumer,United States,Jackson,Mississippi,39212,South,Office Supplies,Art,264.18,7,0.00,68.69,26,Low,264.18
Standard Class,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Labels,2.88,1,0.00,1.41,49,Low,2.88
Standard Class,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Binders,41.9,6,0.20,14.14,33.75,Low,33.52
Standard Class,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Storage,23.92,4,0.00,4.07,17,Low,23.92
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper,156.51,4,0.20,52.82,33.75,Low,125.21
First Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Storage,128.34,6,0.00,37.22,29,Low,128.34
First Class,Consumer,United States,Los Angeles,California,90008,West,Technology,Accessories,474.95,5,0.00,142.49,30,Low,474.95
Standard Class,Consumer,United States,Des Moines,Washington,98198,West,Technology,Copiers,999.98,2,0.00,449.99,45,Medium,999.98
Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Furniture,Tables,277.5,4,0.50,-188.7,-68,Low,138.75
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Tables,1252.7,8,0.40,-480.2,-38.33,High,751.62
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,110.97,5,0.40,-24.04,-21.67,Low,66.58
Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Furniture,Furnishings,22.61,3,0.60,-10.17,-45,Low,9.04
Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Furniture,Furnishings,1.89,1,0.60,-0.99,-52.5,Low,0.76
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper,63.31,3,0.20,20.58,32.5,Low,50.65
Second Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Envelopes,7.82,1,0.20,2.93,37.5,Low,6.26
Second Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Chairs,170.07,4,0.30,-12.15,-7.14,Low,119.05
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Paper,62.82,9,0.00,29.53,47,Low,62.82
Second Class,Consumer,United States,Rockville,Maryland,20852,East,Office Supplies,Paper,19.44,3,0.00,9.33,48,Low,19.44
Second Class,Consumer,United States,Rockville,Maryland,20852,East,Office Supplies,Binders,7.38,1,0.00,3.62,49,Low,7.38
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,38.88,6,0.00,18.66,48,Low,38.88
Standard Class,Consumer,United States,New York City,New York,10011,East,Furniture,Furnishings,187.76,4,0.00,76.98,41,Low,187.76
First Class,Consumer,United States,Durham,North Carolina,27707,South,Office Supplies,Binders,6.05,7,0.70,-4.23,-70,Low,1.81
First Class,Consumer,United States,Durham,North Carolina,27707,South,Office Supplies,Appliances,98.35,3,0.20,9.84,10,Low,78.68
First Class,Consumer,United States,Durham,North Carolina,27707,South,Furniture,Furnishings,335.74,2,0.20,25.18,7.5,Low,268.6
Second Class,Corporate,United States,Santa Barbara,California,93101,West,Office Supplies,Paper,8.96,2,0.00,4.39,49,Low,8.96
Standard Class,Consumer,United States,Knoxville,Tennessee,37918,South,Technology,Accessories,89.57,4,0.20,-1.12,-1.25,Low,71.65
Standard Class,Consumer,United States,Knoxville,Tennessee,37918,South,Office Supplies,Art,71.96,5,0.20,7.2,10,Low,57.57
Standard Class,Consumer,United States,Knoxville,Tennessee,37918,South,Office Supplies,Paper,15.55,3,0.20,5.44,35,Low,12.44
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Binders,10.43,5,0.80,-18.25,-175,Low,2.09
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Storage,72.78,1,0.20,-18.2,-25,Low,58.23
Same Day,Corporate,United States,New York City,New York,10024,East,Office Supplies,Storage,67.15,5,0.00,16.79,25,Low,67.15
Same Day,Corporate,United States,New York City,New York,10024,East,Technology,Phones,549.98,2,0.00,142.99,26,Medium,549.98
Same Day,Corporate,United States,New York City,New York,10024,East,Furniture,Furnishings,11.82,3,0.00,4.73,40,Low,11.82
Same Day,Corporate,United States,New York City,New York,10024,East,Technology,Machines,4643.8,4,0.00,"2,229.02",48,High,4643.8
Same Day,Corporate,United States,New York City,New York,10024,East,Furniture,Chairs,577.76,2,0.10,115.55,20,Medium,519.99
Standard Class,Consumer,United States,Daytona Beach,Florida,32114,South,Furniture,Tables,191.52,1,0.45,-76.61,-40,Low,105.33
Standard Class,Consumer,United States,Daytona Beach,Florida,32114,South,Office Supplies,Art,2.62,1,0.20,0.43,16.25,Low,2.1
Standard Class,Consumer,United States,Nashville,Tennessee,37211,South,Office Supplies,Binders,1369.76,6,0.70,-913.18,-66.67,High,410.93
Standard Class,Consumer,United States,Nashville,Tennessee,37211,South,Office Supplies,Storage,294.37,4,0.20,-58.87,-20,Low,235.49
Standard Class,Corporate,United States,Nashville,Tennessee,37211,South,Office Supplies,Appliances,81.57,2,0.20,7.14,8.75,Low,65.25
Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Furniture,Furnishings,44.46,5,0.60,-17.78,-40,Low,17.78
Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Storage,314.09,3,0.20,19.63,6.25,Low,251.27
Standard Class,Corporate,United States,Murfreesboro,Tennessee,37130,South,Office Supplies,Binders,6.34,4,0.70,-4.65,-73.33,Low,1.9
Standard Class,Corporate,United States,Murfreesboro,Tennessee,37130,South,Office Supplies,Paper,10.48,1,0.20,3.8,36.25,Low,8.38
Standard Class,Corporate,United States,Murfreesboro,Tennessee,37130,South,Office Supplies,Binders,2.47,1,0.70,-1.81,-73.33,Low,0.74
Standard Class,Corporate,United States,Murfreesboro,Tennessee,37130,South,Office Supplies,Binders,3.26,2,0.70,-2.28,-70,Low,0.98
Standard Class,Consumer,United States,Dallas,Texas,75217,Central,Office Supplies,Fasteners,4.34,3,0.20,0.87,20,Low,3.48
Standard Class,Consumer,United States,Dallas,Texas,75217,Central,Furniture,Furnishings,31.78,3,0.60,-19.07,-60,Low,12.71
Standard Class,Consumer,United States,Dallas,Texas,75217,Central,Office Supplies,Labels,4.93,2,0.20,1.72,35,Low,3.94
Standard Class,Consumer,United States,Dallas,Texas,75217,Central,Office Supplies,Binders,1.79,3,0.80,-3.04,-170,Low,0.36
Standard Class,Consumer,United States,Dallas,Texas,75217,Central,Office Supplies,Fasteners,15.07,4,0.20,-3.77,-25,Low,12.06
Standard Class,Consumer,United States,Arlington,Texas,76017,Central,Office Supplies,Storage,12.62,2,0.20,-2.52,-20,Low,10.1
Standard Class,Corporate,United States,Pasadena,California,91104,West,Office Supplies,Paper,185.88,6,0.00,83.65,45,Low,185.88
Standard Class,Corporate,United States,Pasadena,California,91104,West,Office Supplies,Paper,12.96,2,0.00,6.22,48,Low,12.96
Second Class,Consumer,United States,Everett,Massachusetts,2149,East,Office Supplies,Paper,189.7,10,0.00,91.06,48,Low,189.7
Second Class,Consumer,United States,Everett,Massachusetts,2149,East,Office Supplies,Paper,40.99,1,0.00,20.09,49,Low,40.99
Second Class,Home Office,United States,Troy,New York,12180,East,Furniture,Furnishings,82.64,2,0.00,7.44,9,Low,82.64
Second Class,Home Office,United States,Troy,New York,12180,East,Office Supplies,Storage,31.02,2,0.00,8.07,26,Low,31.02
Second Class,Home Office,United States,Troy,New York,12180,East,Technology,Accessories,89.97,3,0.00,37.79,42,Low,89.97
Second Class,Consumer,United States,Sandy Springs,Georgia,30328,South,Office Supplies,Art,35.97,3,0.00,9.71,27,Low,35.97
Second Class,Consumer,United States,Sandy Springs,Georgia,30328,South,Furniture,Bookcases,1266.86,7,0.00,291.38,23,High,1266.86
Standard Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Storage,169.45,5,0.00,42.36,25,Low,169.45
Standard Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Storage,40.68,2,0.00,0.41,1,Low,40.68
Standard Class,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Supplies,3.33,2,0.20,0.42,12.5,Low,2.66
Standard Class,Consumer,United States,Jacksonville,Florida,32216,South,Furniture,Tables,933.26,4,0.45,-458.15,-49.09,Medium,513.29
Standard Class,Consumer,United States,Jacksonville,Florida,32216,South,Furniture,Chairs,2803.92,5,0.20,0,0,High,2243.14
Same Day,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Storage,4.77,2,0.20,-0.77,-16.25,Low,3.81
Same Day,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Paper,6.67,1,0.20,2.5,37.5,Low,5.34
Same Day,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Art,4.45,2,0.20,1.11,25,Low,3.56
Same Day,Consumer,United States,Jacksonville,Florida,32216,South,Furniture,Furnishings,43.94,4,0.20,6.04,13.75,Low,35.15
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,23.74,2,0.20,8.31,35,Low,19
Standard Class,Consumer,United States,New York City,New York,10009,East,Technology,Accessories,357,3,0.00,57.12,16,Low,357
Standard Class,Consumer,United States,San Francisco,California,94122,West,Technology,Phones,806.34,8,0.20,50.4,6.25,Medium,645.07
Standard Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Furnishings,85.44,3,0.00,31.61,37,Low,85.44
Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Storage,344.91,3,0.00,10.35,3,Low,344.91
Same Day,Home Office,United States,Aurora,Illinois,60505,Central,Office Supplies,Appliances,70.97,5,0.80,-191.62,-270,Low,14.19
Same Day,Home Office,United States,Aurora,Illinois,60505,Central,Office Supplies,Art,36.78,2,0.20,3.68,10,Low,29.43
Second Class,Home Office,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,743.99,2,0.40,-124,-16.67,Medium,446.39
Second Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,11.21,2,0.80,-16.82,-150,Low,2.24
Second Class,Consumer,United States,Chicago,Illinois,60653,Central,Furniture,Furnishings,4.71,2,0.60,-1.88,-40,Low,1.88
Second Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Appliances,180.98,5,0.80,-470.55,-260,Low,36.2
Second Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Storage,60.42,2,0.20,6.04,10,Low,48.33
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Technology,Copiers,299.99,1,0.00,90,30,Low,299.99
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Paper,192.16,4,0.00,92.24,48,Low,192.16
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Technology,Phones,242.62,8,0.20,27.3,11.25,Low,194.1
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Storage,46.74,3,0.00,11.69,25,Low,46.74
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Technology,Accessories,174.95,5,0.00,12.25,7,Low,174.95
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Binders,100.7,6,0.20,37.76,37.5,Low,80.56
Same Day,Home Office,United States,Roseville,Michigan,48066,Central,Office Supplies,Paper,368.91,9,0.00,180.77,49,Low,368.91
Same Day,Home Office,United States,Roseville,Michigan,48066,Central,Office Supplies,Binders,8.02,1,0.00,3.77,47,Low,8.02
Same Day,Home Office,United States,Roseville,Michigan,48066,Central,Office Supplies,Storage,171.04,4,0.00,44.47,26,Low,171.04
Standard Class,Home Office,United States,Fayetteville,Arkansas,72701,South,Office Supplies,Paper,19.44,3,0.00,9.33,48,Low,19.44
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Binders,13.09,4,0.70,-10.04,-76.67,Low,3.93
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Appliances,122.94,3,0.00,30.74,25,Low,122.94
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,35.45,7,0.20,12.85,36.25,Low,28.36
Standard Class,Consumer,United States,Dover,Delaware,19901,East,Technology,Phones,19.98,2,0.00,5.19,26,Low,19.98
Standard Class,Consumer,United States,Aurora,Illinois,60505,Central,Furniture,Tables,69.38,1,0.50,-47.18,-68,Low,34.69
Standard Class,Consumer,United States,Aurora,Illinois,60505,Central,Office Supplies,Supplies,31.68,4,0.20,2.77,8.75,Low,25.34
Standard Class,Consumer,United States,Aurora,Illinois,60505,Central,Technology,Phones,2003.17,4,0.20,250.4,12.5,High,1602.53
